1430075725.42,-0.044,-0.100,-1.008
1430075726.42,-0.052,-0.100,-1.004
1430075727.42,-0.048,-0.100,-1.008
1430075728.43,-0.048,-0.100,-1.004
1430075729.43,-0.048,-0.100,-1.004
1430075730.43,-0.052,-0.100,-1.012
1430075731.43,-0.052,-0.100,-1.008
1430075732.44,-0.056,-0.100,-1.012
1430075733.44,-0.052,-0.096,-1.008
1430075734.44,-0.052,-0.104,-0.996
1430075735.44,-0.048,-0.104,-1.008
1430075736.45,-0.048,-0.108,-1.004
1430075737.45,-0.052,-0.096,-1.000
1430075738.45,-0.052,-0.096,-1.012
1430075739.45,-0.048,-0.100,-1.012
1430075740.46,-0.048,-0.104,-1.008
1430075741.46,-0.052,-0.096,-1.008
1430075742.46,-0.044,-0.104,-1.012
1430075743.46,-0.044,-0.100,-0.996
1430075744.47,-0.044,-0.100,-1.008
1430075745.47,-0.052,-0.104,-1.008
1430075746.47,-0.044,-0.104,-1.000
1430075747.47,-0.052,-0.100,-1.012
1430075748.48,-0.052,-0.104,-1.004
1430075749.48,-0.060,-0.104,-1.004
1430075750.48,-0.052,-0.104,-1.008
1430075751.48,-0.048,-0.104,-1.004
1430075752.49,-0.048,-0.100,-1.000
1430075753.49,-0.052,-0.104,-1.008
1430075754.49,-0.048,-0.092,-1.012
1430075755.49,-0.052,-0.104,-1.004
1430075756.50,-0.048,-0.100,-1.000
1430075757.50,-0.052,-0.100,-1.000
1430075758.50,-0.044,-0.100,-1.008
1430075759.50,-0.056,-0.100,-1.000
1430075760.51,-0.048,-0.104,-1.004
1430075761.51,-0.048,-0.100,-1.004
1430075762.51,-0.052,-0.100,-1.004
1430075763.51,-0.048,-0.104,-1.008
1430075764.52,-0.048,-0.104,-1.012
1430075765.52,-0.060,-0.108,-1.000
1430075766.52,-0.048,-0.104,-1.008
1430075767.52,-0.048,-0.104,-1.008
1430075768.53,-0.056,-0.100,-1.008
1430075769.53,-0.052,-0.088,-1.008
1430075770.53,-0.044,-0.100,-1.008
1430075771.53,-0.048,-0.100,-1.008
1430075772.54,-0.048,-0.100,-1.004
1430075773.54,-0.048,-0.100,-1.004
1430075774.54,-0.048,-0.100,-1.004
1430075775.54,-0.048,-0.092,-1.000
1430075776.55,-0.048,-0.104,-1.004
1430075777.55,-0.040,-0.100,-1.012
1430075778.55,-0.048,-0.100,-1.008
1430075779.55,-0.048,-0.100,-1.008
1430075780.56,-0.056,-0.104,-1.000
1430075781.56,-0.044,-0.104,-1.008
1430075782.56,-0.052,-0.100,-1.012
1430075783.56,-0.052,-0.100,-1.008
1430075784.57,-0.052,-0.100,-1.012
1430075785.57,-0.056,-0.104,-1.004
1430075786.57,-0.048,-0.108,-1.008
1430075787.57,-0.048,-0.100,-1.008
1430075788.58,-0.052,-0.096,-1.004
1430075789.58,-0.052,-0.100,-1.004
1430075790.58,-0.044,-0.100,-1.012
1430075791.58,-0.052,-0.104,-1.004
1430075792.59,-0.048,-0.096,-1.008
1430075793.59,-0.052,-0.100,-1.004
1430075794.59,-0.052,-0.100,-1.004
1430075795.59,-0.056,-0.100,-1.008
1430075796.60,-0.044,-0.104,-1.000
1430075797.60,-0.048,-0.104,-1.008
1430075798.60,-0.052,-0.100,-1.004
1430075799.60,-0.052,-0.096,-1.004
1430075800.61,-0.048,-0.104,-1.016
1430075801.61,-0.052,-0.108,-1.012
1430075802.61,-0.052,-0.100,-0.996
1430075803.61,-0.048,-0.104,-1.004
1430075804.62,-0.048,-0.092,-1.012
1430075805.62,-0.056,-0.096,-1.000
1430075806.62,-0.048,-0.108,-1.008
1430075807.62,-0.044,-0.104,-1.004
1430075808.63,-0.052,-0.108,-1.008
1430075809.63,-0.048,-0.100,-1.004
1430075810.63,-0.048,-0.096,-1.008
1430075811.63,-0.044,-0.100,-1.008
1430075812.64,-0.052,-0.104,-1.012
1430075813.64,-0.044,-0.100,-1.004
1430075814.64,-0.048,-0.096,-1.004
1430075815.64,-0.044,-0.104,-1.008
1430075816.65,-0.044,-0.104,-1.016
1430075817.65,-0.052,-0.104,-1.012
1430075818.65,-0.052,-0.108,-1.012
1430075819.65,-0.044,-0.104,-1.004
1430075820.66,-0.052,-0.104,-1.004
1430075821.66,-0.052,-0.096,-1.004
1430075822.66,-0.048,-0.108,-1.008
1430075823.66,-0.052,-0.096,-1.012
1430075824.67,-0.048,-0.100,-1.012
1430075825.67,-0.044,-0.108,-1.008
1430075826.67,-0.044,-0.104,-1.012
1430075827.67,-0.048,-0.104,-1.008
1430075828.68,-0.044,-0.112,-1.012
1430075829.68,-0.048,-0.104,-1.004
1430075830.68,-0.048,-0.100,-0.996
1430075831.68,-0.052,-0.104,-1.004
1430075832.69,-0.048,-0.100,-1.004
1430075833.69,-0.056,-0.104,-1.008
1430075834.69,-0.052,-0.100,-1.000
1430075835.69,-0.056,-0.100,-1.004
1430075836.70,-0.056,-0.096,-1.000
1430075837.70,-0.044,-0.096,-1.008
1430075838.70,-0.048,-0.100,-1.000
1430075839.70,-0.048,-0.100,-1.008
1430075840.71,-0.048,-0.104,-1.004
1430075841.71,-0.052,-0.100,-1.008
1430075842.71,-0.048,-0.104,-1.004
1430075843.71,-0.048,-0.096,-1.012
1430075844.72,-0.052,-0.100,-1.004
1430075845.72,-0.048,-0.100,-1.008
1430075846.72,-0.056,-0.100,-1.008
1430075847.72,-0.044,-0.108,-1.004
1430075848.73,-0.048,-0.104,-0.996
1430075849.73,-0.048,-0.100,-1.008
1430075850.73,-0.048,-0.100,-1.004
1430075851.73,-0.044,-0.104,-1.012
1430075852.74,-0.052,-0.104,-1.000
1430075853.74,-0.052,-0.104,-1.004
1430075854.74,-0.052,-0.092,-1.012
1430075855.74,-0.048,-0.096,-1.008
1430075856.75,-0.048,-0.100,-1.004
1430075857.75,-0.068,-0.100,-1.000
1430075858.75,-0.052,-0.108,-1.004
1430075859.75,-0.056,-0.100,-1.008
1430075860.76,-0.052,-0.104,-1.004
1430075861.76,-0.048,-0.100,-1.008
1430075862.76,-0.052,-0.100,-1.008
1430075863.76,-0.056,-0.104,-1.004
1430075864.77,-0.044,-0.104,-1.000
1430075865.77,-0.052,-0.104,-1.016
1430075866.77,-0.044,-0.100,-1.008
1430075867.77,-0.044,-0.104,-1.012
1430075868.77,-0.052,-0.100,-1.004
1430075869.78,-0.052,-0.104,-1.008
1430075870.78,-0.048,-0.100,-1.012
1430075871.78,-0.052,-0.104,-1.004
1430075872.78,-0.052,-0.100,-1.004
